game_pk,date,venue_name,temp_f,wind_mph,wind_deg,wind_out,is_dome
662514,2022-05-28,Nationals Park,,,,False,False
663309,2022-05-28,Fenway Park,,,,False,False
663257,2022-05-28,Fenway Park,,,,False,False
661991,2022-05-28,Busch Stadium,,,,False,False
661774,2022-05-28,Target Field,,,,False,False
663328,2022-05-29,Chase Field,,0.0,,False,True
662556,2022-05-28,Citi Field,,,,False,False
663118,2022-05-28,Great American Ball Park,,,,False,False
661537,2022-05-28,Truist Park,,,,False,False
662375,2022-05-28,Oakland Coliseum,,,,False,False
662852,2022-05-28,Comerica Park,,,,False,False
661518,2022-05-28,Guaranteed Rate Field,,,,False,False
663400,2022-05-28,Angel Stadium,,,,False,False
662280,2022-05-28,Petco Park,,,,False,False
662131,2022-05-28,T-Mobile Park,,,,False,False
663072,2022-05-29,Great American Ball Park,,,,False,False
661731,2022-05-29,Target Field,,,,False,False
663299,2022-05-29,Fenway Park,,,,False,False
662512,2022-05-29,Nationals Park,,,,False,False
661900,2022-05-30,Globe Life Field,,0.0,,False,True
663327,2022-05-30,Chase Field,,0.0,,False,True
661517,2022-05-29,Truist Park,,,,False,False
662840,2022-05-29,Comerica Park,,,,False,False
661461,2022-05-29,Guaranteed Rate Field,,,,False,False
661990,2022-05-29,Busch Stadium,,,,False,False
663147,2022-05-30,Wrigley Field,,,,False,False
662555,2022-05-29,Citi Field,,,,False,False
662130,2022-05-29,T-Mobile Park,,,,False,False
661797,2022-05-31,Rogers Centre,,0.0,,False,True
662279,2022-05-29,Petco Park,,,,False,False
663414,2022-05-29,Angel Stadium,,,,False,False
662854,2022-05-30,Comerica Park,,,,False,False
661884,2022-05-31,Globe Life Field,,0.0,,False,True
661989,2022-05-30,Busch Stadium,,,,False,False
663149,2022-05-30,Wrigley Field,,,,False,False
663329,2022-05-31,Chase Field,,0.0,,False,True
662374,2022-05-29,Oakland Coliseum,,,,False,False
661613,2022-05-30,Citizens Bank Park,,,,False,False
662373,2022-05-30,Oakland Coliseum,,,,False,False
663109,2022-05-30,Progressive Field,,,,False,False
662992,2022-05-30,Coors Field,,,,False,False
663298,2022-05-30,Fenway Park,,,,False,False
662545,2022-05-30,Citi Field,,,,False,False
663326,2022-06-01,Chase Field,,0.0,,False,True
662836,2022-05-31,Comerica Park,,,,False,False
663034,2022-05-31,Progressive Field,,,,False,False
661764,2022-06-01,Rogers Centre,,0.0,,False,True
662806,2022-05-31,Comerica Park,,,,False,False
662743,2022-05-30,Dodger Stadium,,,,False,False
661963,2022-06-01,Globe Life Field,,0.0,,False,True
661618,2022-05-31,Citizens Bank Park,,,,False,False
661075,2022-05-31,Oriole Park at Camden Yards,,,,False,False
663297,2022-05-31,Fenway Park,,,,False,False
662735,2022-05-31,Dodger Stadium,,,,False,False
661331,2022-05-31,Yankee Stadium,,,,False,False
661934,2022-06-02,Globe Life Field,,0.0,,False,True
661762,2022-06-02,Rogers Centre,,0.0,,False,True
662544,2022-05-31,Citi Field,,,,False,False
661397,2022-06-02,loanDepot park,,0.0,,False,True
661977,2022-05-31,Busch Stadium,,,,False,False
662367,2022-05-31,Oakland Coliseum,,,,False,False
663154,2022-05-31,Wrigley Field,,,,False,False
663031,2022-06-01,Progressive Field,,,,False,False
662457,2022-06-01,Citi Field,,,,False,False
661982,2022-06-01,Busch Stadium,,,,False,False
662981,2022-06-01,Coors Field,,,,False,False
661396,2022-06-03,loanDepot park,,0.0,,False,True
662991,2022-06-01,Coors Field,,,,False,False
662366,2022-06-01,Oakland Coliseum,,,,False,False
661343,2022-06-01,Oriole Park at Camden Yards,,,,False,False
661612,2022-06-01,Citizens Bank Park,,,,False,False
661761,2022-06-03,Rogers Centre,,0.0,,False,True
661897,2022-06-03,Tropicana Field,,0.0,,False,True
661913,2022-06-03,Globe Life Field,,0.0,,False,True
663184,2022-06-01,Wrigley Field,,,,False,False
663296,2022-06-01,Fenway Park,,,,False,False
662833,2022-06-01,Comerica Park,,,,False,False
662721,2022-06-01,Dodger Stadium,,,,False,False
661330,2022-06-02,Yankee Stadium,,,,False,False
663091,2022-06-02,Great American Ball Park,,,,False,False
662832,2022-06-02,Comerica Park,,,,False,False
661247,2022-06-02,Oriole Park at Camden Yards,,,,False,False
661749,2022-06-04,Rogers Centre,,0.0,,False,True
661329,2022-06-02,Yankee Stadium,,,,False,False
663000,2022-06-02,Coors Field,,,,False,False
661936,2022-06-04,Globe Life Field,,0.0,,False,True
662693,2022-06-02,Dodger Stadium,,,,False,False
663139,2022-06-02,Wrigley Field,,,,False,False
661340,2022-06-02,American Family Field,,,,False,False
661896,2022-06-04,Tropicana Field,,0.0,,False,True
661395,2022-06-04,loanDepot park,,0.0,,False,True
663153,2022-06-03,Wrigley Field,,,,False,False
663119,2022-06-03,Great American Ball Park,,,,False,False
662452,2022-06-03,PNC Park,,,,False,False
661058,2022-06-03,Oriole Park at Camden Yards,,,,False,False
661318,2022-06-03,Yankee Stadium,,,,False,False
661642,2022-06-03,Citizens Bank Park,,,,False,False
662692,2022-06-03,Kauffman Stadium,,,,False,False
661334,2022-06-03,American Family Field,,,,False,False
661747,2022-06-05,Rogers Centre,,0.0,,False,True
662720,2022-06-03,Dodger Stadium,,,,False,False
661895,2022-06-05,Tropicana Field,,0.0,,False,True
661394,2022-06-05,loanDepot park,,0.0,,False,True
662980,2022-06-03,Coors Field,,,,False,False
662365,2022-06-03,Oakland Coliseum,,,,False,False
661962,2022-06-05,Globe Life Field,,0.0,,False,True
661278,2022-06-04,Yankee Stadium,,,,False,False
663179,2022-06-04,Wrigley Field,,,,False,False
661346,2022-06-04,Oriole Park at Camden Yards,,,,False,False
662451,2022-06-04,PNC Park,,,,False,False
662762,2022-06-06,Minute Maid Park,,0.0,,False,True
663152,2022-06-04,Wrigley Field,,,,False,False
662364,2022-06-04,Oakland Coliseum,,,,False,False
662689,2022-06-04,Kauffman Stadium,,,,False,False
661214,2022-06-04,American Family Field,,,,False,False
663102,2022-06-04,Great American Ball Park,,,,False,False
661615,2022-06-04,Citizens Bank Park,,,,False,False
661169,2022-06-07,loanDepot park,,0.0,,False,True
662987,2022-06-04,Coors Field,,,,False,False
662687,2022-06-04,Dodger Stadium,,,,False,False
661894,2022-06-07,Tropicana Field,,0.0,,False,True
661151,2022-06-05,Oriole Park at Camden Yards,,,,False,False
661277,2022-06-05,Yankee Stadium,,,,False,False
662761,2022-06-07,Minute Maid Park,,0.0,,False,True
662450,2022-06-05,PNC Park,,,,False,False
661633,2022-06-05,Citizens Bank Park,,,,False,False
662688,2022-06-05,Kauffman Stadium,,,,False,False
663058,2022-06-05,Great American Ball Park,,,,False,False
662990,2022-06-05,Coors Field,,,,False,False
661241,2022-06-05,American Family Field,,,,False,False
662363,2022-06-05,Oakland Coliseum,,,,False,False
662613,2022-06-06,Kauffman Stadium,,,,False,False
663399,2022-06-06,Angel Stadium,,,,False,False
662760,2022-06-08,Minute Maid Park,,0.0,,False,True
661150,2022-06-08,loanDepot park,,0.0,,False,True
661892,2022-06-08,Tropicana Field,,0.0,,False,True
662612,2022-06-05,Dodger Stadium,,,,False,False
663138,2022-06-05,Wrigley Field,,,,False,False
663064,2022-06-07,Great American Ball Park,,,,False,False
662278,2022-06-06,Petco Park,,,,False,False
663134,2022-06-07,Progressive Field,,,,False,False
663122,2022-06-07,Progressive Field,,,,False,False
661170,2022-06-07,Oriole Park at Camden Yards,,,,False,False
662449,2022-06-07,PNC Park,,,,False,False
661516,2022-06-07,Truist Park,,,,False,False
661891,2022-06-09,Tropicana Field,,0.0,,False,True
662678,2022-06-07,Kauffman Stadium,,,,False,False
661460,2022-06-07,Guaranteed Rate Field,,,,False,False
661693,2022-06-07,Target Field,,,,False,False
661149,2022-06-09,loanDepot park,,0.0,,False,True
661205,2022-06-07,American Family Field,,,,False,False
662277,2022-06-07,Petco Park,,,,False,False
663391,2022-06-07,Angel Stadium,,,,False,False
662092,2022-06-07,Oracle Park,,,,False,False
662679,2022-06-08,Kauffman Stadium,,,,False,False
662448,2022-06-08,PNC Park,,,,False,False
663055,2022-06-08,Progressive Field,,,,False,False
663050,2022-06-08,Great American Ball Park,,,,False,False
661459,2022-06-08,Guaranteed Rate Field,,,,False,False
662223,2022-06-08,Petco Park,,,,False,False
661515,2022-06-08,Truist Park,,,,False,False
661681,2022-06-08,Target Field,,,,False,False
661188,2022-06-08,American Family Field,,,,False,False
663398,2022-06-08,Angel Stadium,,,,False,False
662759,2022-06-10,Minute Maid Park,,0.0,,False,True
663049,2022-06-09,Great American Ball Park,,,,False,False
662094,2022-06-08,Oracle Park,,,,False,False
661458,2022-06-09,Guaranteed Rate Field,,,,False,False
661194,2022-06-09,American Family Field,,,,False,False
662091,2022-06-09,Oracle Park,,,,False,False
663015,2022-06-09,Progressive Field,,,,False,False
661514,2022-06-09,Truist Park,,,,False,False
661697,2022-06-09,Target Field,,,,False,False
662677,2022-06-09,Kauffman Stadium,,,,False,False
663413,2022-06-09,Angel Stadium,,,,False,False
661617,2022-06-10,Citizens Bank Park,,,,False,False
661284,2022-06-10,Yankee Stadium,,,,False,False
662831,2022-06-10,Comerica Park,,,,False,False
662511,2022-06-10,Nationals Park,,,,False,False
663014,2022-06-10,Progressive Field,,,,False,False
662676,2022-06-10,Kauffman Stadium,,,,False,False
662756,2022-06-11,Minute Maid Park,,0.0,,False,True
661485,2022-06-10,Guaranteed Rate Field,,,,False,False
661678,2022-06-10,Target Field,,,,False,False
661513,2022-06-10,Truist Park,,,,False,False
661983,2022-06-10,Busch Stadium,,,,False,False
663390,2022-06-10,Angel Stadium,,,,False,False
662275,2022-06-10,Petco Park,,,,False,False
662129,2022-06-10,T-Mobile Park,,,,False,False
662090,2022-06-10,Oracle Park,,,,False,False
661484,2022-06-11,Guaranteed Rate Field,,,,False,False
661680,2022-06-11,Target Field,,,,False,False
661976,2022-06-11,Busch Stadium,,,,False,False
662510,2022-06-11,Nationals Park,,,,False,False
661614,2022-06-11,Citizens Bank Park,,,,False,False
662758,2022-06-12,Minute Maid Park,,0.0,,False,True
662674,2022-06-11,Kauffman Stadium,,,,False,False
662251,2022-06-11,Petco Park,,,,False,False
663084,2022-06-11,Progressive Field,,,,False,False
662222,2022-06-11,Petco Park,,,,False,False
662830,2022-06-11,Comerica Park,,,,False,False
661160,2022-06-11,Truist Park,,,,False,False
662089,2022-06-11,Oracle Park,,,,False,False
661746,2022-06-13,Rogers Centre,,0.0,,False,True
663412,2022-06-11,Angel Stadium,,,,False,False
663083,2022-06-12,Progressive Field,,,,False,False
662128,2022-06-11,T-Mobile Park,,,,False,False
661881,2022-06-13,Globe Life Field,,0.0,,False,True
663345,2022-06-13,Chase Field,,0.0,,False,True
661276,2022-06-11,Yankee Stadium,,,,False,False
661622,2022-06-12,Citizens Bank Park,,,,False,False
661144,2022-06-12,Truist Park,,,,False,False
661270,2022-06-12,Yankee Stadium,,,,False,False
662542,2022-06-12,Nationals Park,,,,False,False
662829,2022-06-12,Comerica Park,,,,False,False
662673,2022-06-12,Kauffman Stadium,,,,False,False
661745,2022-06-14,Rogers Centre,,0.0,,False,True
661679,2022-06-12,Target Field,,,,False,False
661975,2022-06-12,Busch Stadium,,,,False,False
661483,2022-06-12,Guaranteed Rate Field,,,,False,False
662085,2022-06-12,Oracle Park,,,,False,False
661880,2022-06-14,Globe Life Field,,0.0,,False,True
662127,2022-06-12,T-Mobile Park,,,,False,False
663342,2022-06-14,Chase Field,,0.0,,False,True
662256,2022-06-12,Petco Park,,,,False,False
662505,2022-06-13,Nationals Park,,,,False,False
663397,2022-06-12,Angel Stadium,,,,False,False
661629,2022-06-13,Citizens Bank Park,,,,False,False
661974,2022-06-13,Busch Stadium,,,,False,False
661845,2022-06-15,Globe Life Field,,0.0,,False,True
663336,2022-06-15,Chase Field,,0.0,,False,True
662828,2022-06-13,Comerica Park,,,,False,False
662018,2022-06-14,Busch Stadium,,,,False,False
662126,2022-06-13,T-Mobile Park,,,,False,False
662069,2022-06-13,Oracle Park,,,,False,False
661744,2022-06-15,Rogers Centre,,0.0,,False,True
663183,2022-06-13,Wrigley Field,,,,False,False
661973,2022-06-14,Busch Stadium,,,,False,False
662503,2022-06-14,Nationals Park,,,,False,False
661616,2022-06-14,Citizens Bank Park,,,,False,False
661328,2022-06-14,Yankee Stadium,,,,False,False
663279,2022-06-14,Fenway Park,,,,False,False
662884,2022-06-14,Comerica Park,,,,False,False
662441,2022-06-14,Citi Field,,,,False,False
661743,2022-06-16,Rogers Centre,,0.0,,False,True
663182,2022-06-14,Wrigley Field,,,,False,False
662935,2022-06-14,Coors Field,,,,False,False
662068,2022-06-14,Oracle Park,,,,False,False
662611,2022-06-14,Dodger Stadium,,,,False,False
661583,2022-06-15,Citizens Bank Park,,,,False,False
662125,2022-06-14,T-Mobile Park,,,,False,False
662883,2022-06-15,Comerica Park,,,,False,False
662082,2022-06-15,Oracle Park,,,,False,False
662173,2022-06-15,T-Mobile Park,,,,False,False
661327,2022-06-15,Yankee Stadium,,,,False,False
663235,2022-06-15,Fenway Park,,,,False,False
662504,2022-06-15,Nationals Park,,,,False,False
661742,2022-06-17,Rogers Centre,,0.0,,False,True
662480,2022-06-15,Citi Field,,,,False,False
661972,2022-06-15,Busch Stadium,,,,False,False
663155,2022-06-15,Wrigley Field,,,,False,False
662757,2022-06-17,Minute Maid Park,,0.0,,False,True
662893,2022-06-15,Coors Field,,,,False,False
662694,2022-06-15,Dodger Stadium,,,,False,False
663335,2022-06-17,Chase Field,,0.0,,False,True
663267,2022-06-16,Fenway Park,,,,False,False
663125,2022-06-16,Wrigley Field,,,,False,False
662501,2022-06-16,Nationals Park,,,,False,False
661748,2022-06-18,Rogers Centre,,0.0,,False,True
662986,2022-06-16,Coors Field,,,,False,False
661326,2022-06-16,Yankee Stadium,,,,False,False
662827,2022-06-16,Comerica Park,,,,False,False
662535,2022-06-16,Citi Field,,,,False,False
662172,2022-06-16,T-Mobile Park,,,,False,False
662580,2022-06-17,Nationals Park,,,,False,False
662752,2022-06-18,Minute Maid Park,,0.0,,False,True
661093,2022-06-17,Oriole Park at Camden Yards,,,,False,False
662502,2022-06-17,Nationals Park,,,,False,False
663124,2022-06-17,Wrigley Field,,,,False,False
662826,2022-06-17,Comerica Park,,,,False,False
663256,2022-06-17,Fenway Park,,,,False,False
663063,2022-06-17,Great American Ball Park,,,,False,False
663351,2022-06-18,Chase Field,,0.0,,False,True
662437,2022-06-17,PNC Park,,,,False,False
662534,2022-06-17,Citi Field,,,,False,False
662985,2022-06-17,Coors Field,,,,False,False
662362,2022-06-17,Oakland Coliseum,,,,False,False
661741,2022-06-19,Rogers Centre,,0.0,,False,True
662719,2022-06-17,Dodger Stadium,,,,False,False
662171,2022-06-17,T-Mobile Park,,,,False,False
663239,2022-06-18,Wrigley Field,,,,False,False
661123,2022-06-18,PNC Park,,,,False,False
661127,2022-06-18,Oriole Park at Camden Yards,,,,False,False
662368,2022-06-18,Oakland Coliseum,,,,False,False
662194,2022-06-18,T-Mobile Park,,,,False,False
662170,2022-06-18,T-Mobile Park,,,,False,False
663334,2022-06-19,Chase Field,,0.0,,False,True
662751,2022-06-19,Minute Maid Park,,0.0,,False,True
662802,2022-06-18,Comerica Park,,,,False,False
662533,2022-06-18,Citi Field,,,,False,False
663062,2022-06-18,Great American Ball Park,,,,False,False
661893,2022-06-20,Tropicana Field,,0.0,,False,True
662500,2022-06-18,Nationals Park,,,,False,False
662686,2022-06-18,Dodger Stadium,,,,False,False
662999,2022-06-18,Coors Field,,,,False,False
663255,2022-06-18,Fenway Park,,,,False,False
663254,2022-06-19,Fenway Park,,,,False,False
662553,2022-06-19,Nationals Park,,,,False,False
661148,2022-06-21,loanDepot park,,0.0,,False,True
661122,2022-06-19,PNC Park,,,,False,False
662807,2022-06-19,Comerica Park,,,,False,False
661074,2022-06-19,Oriole Park at Camden Yards,,,,False,False
661890,2022-06-21,Tropicana Field,,0.0,,False,True
662532,2022-06-19,Citi Field,,,,False,False
663061,2022-06-19,Great American Ball Park,,,,False,False
661846,2022-06-21,Globe Life Field,,0.0,,False,True
662750,2022-06-21,Minute Maid Park,,0.0,,False,True
663218,2022-06-19,Wrigley Field,,,,False,False
662998,2022-06-19,Coors Field,,,,False,False
662590,2022-06-19,Dodger Stadium,,,,False,False
662361,2022-06-19,Oakland Coliseum,,,,False,False
662522,2022-06-20,Citi Field,,,,False,False
662749,2022-06-22,Minute Maid Park,,0.0,,False,True
662169,2022-06-19,T-Mobile Park,,,,False,False
661851,2022-06-22,Globe Life Field,,0.0,,False,True
661121,2022-06-20,PNC Park,,,,False,False
663253,2022-06-20,Fenway Park,,,,False,False
661393,2022-06-22,loanDepot park,,0.0,,False,True
661143,2022-06-20,Truist Park,,,,False,False
661186,2022-06-20,American Family Field,,,,False,False
661889,2022-06-22,Tropicana Field,,0.0,,False,True
661482,2022-06-20,Guaranteed Rate Field,,,,False,False
663443,2022-06-20,Angel Stadium,,,,False,False
662221,2022-06-20,Petco Park,,,,False,False
661124,2022-06-21,PNC Park,,,,False,False
663041,2022-06-21,Great American Ball Park,,,,False,False
661392,2022-06-23,loanDepot park,,0.0,,False,True
661198,2022-06-21,Oriole Park at Camden Yards,,,,False,False
663246,2022-06-21,Fenway Park,,,,False,False
661142,2022-06-21,Truist Park,,,,False,False
661677,2022-06-21,Target Field,,,,False,False
661481,2022-06-21,Guaranteed Rate Field,,,,False,False
661192,2022-06-21,American Family Field,,,,False,False
663442,2022-06-21,Angel Stadium,,,,False,False
662248,2022-06-21,Petco Park,,,,False,False
662245,2022-06-22,Petco Park,,,,False,False
661382,2022-06-24,loanDepot park,,0.0,,False,True
662360,2022-06-21,Oakland Coliseum,,,,False,False
661457,2022-06-22,Guaranteed Rate Field,,,,False,False
661888,2022-06-24,Tropicana Field,,0.0,,False,True
661107,2022-06-22,PNC Park,,,,False,False
661844,2022-06-24,Globe Life Field,,0.0,,False,True
663040,2022-06-22,Great American Ball Park,,,,False,False
663252,2022-06-22,Fenway Park,,,,False,False
661141,2022-06-22,Truist Park,,,,False,False
661230,2022-06-22,American Family Field,,,,False,False
661690,2022-06-22,Target Field,,,,False,False
663389,2022-06-22,Angel Stadium,,,,False,False
663333,2022-06-24,Chase Field,,0.0,,False,True
662359,2022-06-22,Oakland Coliseum,,,,False,False
661140,2022-06-23,Truist Park,,,,False,False
663039,2022-06-23,Great American Ball Park,,,,False,False
661887,2022-06-25,Tropicana Field,,0.0,,False,True
661106,2022-06-23,PNC Park,,,,False,False
661685,2022-06-23,Target Field,,,,False,False
661898,2022-06-25,Globe Life Field,,0.0,,False,True
661183,2022-06-23,American Family Field,,,,False,False
661381,2022-06-25,loanDepot park,,0.0,,False,True
662358,2022-06-23,Oakland Coliseum,,,,False,False
661325,2022-06-23,Yankee Stadium,,,,False,False
661456,2022-06-23,Guaranteed Rate Field,,,,False,False
662227,2022-06-23,Petco Park,,,,False,False
661274,2022-06-24,Yankee Stadium,,,,False,False
663054,2022-06-24,Progressive Field,,,,False,False
663346,2022-06-25,Chase Field,,0.0,,False,True
661139,2022-06-24,Truist Park,,,,False,False
661380,2022-06-26,loanDepot park,,0.0,,False,True
662664,2022-06-24,Kauffman Stadium,,,,False,False
661684,2022-06-24,Target Field,,,,False,False
661886,2022-06-26,Tropicana Field,,0.0,,False,True
661455,2022-06-24,Guaranteed Rate Field,,,,False,False
661190,2022-06-24,American Family Field,,,,False,False
663388,2022-06-24,Angel Stadium,,,,False,False
661971,2022-06-24,Busch Stadium,,,,False,False
662255,2022-06-24,Petco Park,,,,False,False
661847,2022-06-26,Globe Life Field,,0.0,,False,True
662067,2022-06-24,Oracle Park,,,,False,False
661271,2022-06-25,Yankee Stadium,,,,False,False
663331,2022-06-26,Chase Field,,0.0,,False,True
661454,2022-06-25,Guaranteed Rate Field,,,,False,False
661970,2022-06-25,Busch Stadium,,,,False,False
662672,2022-06-25,Kauffman Stadium,,,,False,False
661264,2022-06-25,American Family Field,,,,False,False
661740,2022-06-27,Rogers Centre,,0.0,,False,True
663042,2022-06-25,Progressive Field,,,,False,False
662083,2022-06-25,Oracle Park,,,,False,False
661686,2022-06-25,Target Field,,,,False,False
661138,2022-06-25,Truist Park,,,,False,False
663441,2022-06-25,Angel Stadium,,,,False,False
662247,2022-06-25,Petco Park,,,,False,False
661273,2022-06-26,Yankee Stadium,,,,False,False
663121,2022-06-26,Progressive Field,,,,False,False
662665,2022-06-26,Kauffman Stadium,,,,False,False
661692,2022-06-26,Target Field,,,,False,False
661453,2022-06-26,Guaranteed Rate Field,,,,False,False
661728,2022-06-28,Rogers Centre,,0.0,,False,True
661969,2022-06-26,Busch Stadium,,,,False,False
661885,2022-06-28,Tropicana Field,,0.0,,False,True
661206,2022-06-26,American Family Field,,,,False,False
663387,2022-06-26,Angel Stadium,,,,False,False
662061,2022-06-26,Oracle Park,,,,False,False
662254,2022-06-26,Petco Park,,,,False,False
661512,2022-06-26,Truist Park,,,,False,False
663344,2022-06-28,Chase Field,,0.0,,False,True
662487,2022-06-27,Nationals Park,,,,False,False
661275,2022-06-27,Yankee Stadium,,,,False,False
661879,2022-06-29,Tropicana Field,,0.0,,False,True
663016,2022-06-27,Progressive Field,,,,False,False
661968,2022-06-27,Busch Stadium,,,,False,False
662681,2022-06-27,Kauffman Stadium,,,,False,False
662912,2022-06-27,Coors Field,,,,False,False
663325,2022-06-29,Chase Field,,0.0,,False,True
663440,2022-06-27,Angel Stadium,,,,False,False
662168,2022-06-27,T-Mobile Park,,,,False,False
663045,2022-06-28,Progressive Field,,,,False,False
661727,2022-06-29,Rogers Centre,,0.0,,False,True
663033,2022-06-28,Progressive Field,,,,False,False
662484,2022-06-28,Nationals Park,,,,False,False
661272,2022-06-28,Yankee Stadium,,,,False,False
661580,2022-06-28,Citizens Bank Park,,,,False,False
662521,2022-06-28,Citi Field,,,,False,False
661967,2022-06-28,Busch Stadium,,,,False,False
663231,2022-06-28,Wrigley Field,,,,False,False
662788,2022-06-30,Minute Maid Park,,0.0,,False,True
662615,2022-06-28,Kauffman Stadium,,,,False,False
661726,2022-06-30,Rogers Centre,,0.0,,False,True
662911,2022-06-28,Coors Field,,,,False,False
663392,2022-06-28,Angel Stadium,,,,False,False
662186,2022-06-28,T-Mobile Park,,,,False,False
662060,2022-06-28,Oracle Park,,,,False,False
661725,2022-07-01,Rogers Centre,,0.0,,False,True
662493,2022-06-29,Nationals Park,,,,False,False
661263,2022-06-29,Yankee Stadium,,,,False,False
662440,2022-06-29,Citi Field,,,,False,False
662675,2022-06-29,Kauffman Stadium,,,,False,False
662080,2022-06-29,Oracle Park,,,,False,False
662151,2022-06-29,T-Mobile Park,,,,False,False
663030,2022-06-29,Progressive Field,,,,False,False
662748,2022-07-01,Minute Maid Park,,0.0,,False,True
661134,2022-06-29,Busch Stadium,,,,False,False
661584,2022-06-29,Citizens Bank Park,,,,False,False
663215,2022-06-29,Wrigley Field,,,,False,False
662894,2022-06-29,Coors Field,,,,False,False
661724,2022-07-02,Rogers Centre,,0.0,,False,True
661836,2022-07-02,Rogers Centre,,0.0,,False,True
663396,2022-06-29,Angel Stadium,,,,False,False
662983,2022-06-30,Progressive Field,,,,False,False
661105,2022-06-30,PNC Park,,,,False,False
661579,2022-06-30,Citizens Bank Park,,,,False,False
663199,2022-06-30,Wrigley Field,,,,False,False
662733,2022-06-30,Dodger Stadium,,,,False,False
662150,2022-06-30,T-Mobile Park,,,,False,False
662890,2022-07-02,Minute Maid Park,,0.0,,False,True
663185,2022-07-01,Wrigley Field,,,,False,False
661582,2022-07-01,Citizens Bank Park,,,,False,False
662492,2022-07-01,Nationals Park,,,,False,False
663038,2022-07-01,Great American Ball Park,,,,False,False
661104,2022-07-01,PNC Park,,,,False,False
662834,2022-07-01,Comerica Park,,,,False,False
662439,2022-07-01,Citi Field,,,,False,False
662997,2022-07-01,Coors Field,,,,False,False
662149,2022-07-01,T-Mobile Park,,,,False,False
662609,2022-07-01,Dodger Stadium,,,,False,False
661723,2022-07-03,Rogers Centre,,0.0,,False,True
661691,2022-07-01,Target Field,,,,False,False
662079,2022-07-01,Oracle Park,,,,False,False
662964,2022-07-02,Progressive Field,,,,False,False
662889,2022-07-03,Minute Maid Park,,0.0,,False,True
662954,2022-07-02,Progressive Field,,,,False,False
661683,2022-07-02,Target Field,,,,False,False
662101,2022-07-02,Oracle Park,,,,False,False
661581,2022-07-02,Citizens Bank Park,,,,False,False
661103,2022-07-02,PNC Park,,,,False,False
662482,2022-07-02,Nationals Park,,,,False,False
662904,2022-07-02,Comerica Park,,,,False,False
663037,2022-07-02,Great American Ball Park,,,,False,False
662163,2022-07-02,T-Mobile Park,,,,False,False
662456,2022-07-02,Citi Field,,,,False,False
663198,2022-07-02,Wrigley Field,,,,False,False
662910,2022-07-02,Coors Field,,,,False,False
662874,2022-07-04,Minute Maid Park,,0.0,,False,True
662718,2022-07-02,Dodger Stadium,,,,False,False
663343,2022-07-04,Chase Field,,0.0,,False,True
662794,2022-07-03,Comerica Park,,,,False,False
662486,2022-07-03,Nationals Park,,,,False,False
662509,2022-07-03,Citi Field,,,,False,False
663052,2022-07-03,Great American Ball Park,,,,False,False
661102,2022-07-03,PNC Park,,,,False,False
662957,2022-07-03,Progressive Field,,,,False,False
661689,2022-07-03,Target Field,,,,False,False
663186,2022-07-03,Wrigley Field,,,,False,False
661379,2022-07-05,loanDepot park,,0.0,,False,True
662684,2022-07-03,Dodger Stadium,,,,False,False
662099,2022-07-03,Oracle Park,,,,False,False
662913,2022-07-03,Coors Field,,,,False,False
662162,2022-07-03,T-Mobile Park,,,,False,False
661630,2022-07-03,Citizens Bank Park,,,,False,False
662541,2022-07-04,Nationals Park,,,,False,False
662847,2022-07-05,Minute Maid Park,,0.0,,False,True
662841,2022-07-04,Comerica Park,,,,False,False
662906,2022-07-04,Comerica Park,,,,False,False
663320,2022-07-05,Chase Field,,0.0,,False,True
661073,2022-07-04,Oriole Park at Camden Yards,,,,False,False
663251,2022-07-04,Fenway Park,,,,False,False
661181,2022-07-04,American Family Field,,,,False,False
663036,2022-07-04,Great American Ball Park,,,,False,False
662270,2022-07-04,Petco Park,,,,False,False
661511,2022-07-04,Truist Park,,,,False,False
662355,2022-07-04,Oakland Coliseum,,,,False,False
661378,2022-07-06,loanDepot park,,0.0,,False,True
661452,2022-07-04,Guaranteed Rate Field,,,,False,False
662732,2022-07-04,Dodger Stadium,,,,False,False
662226,2022-07-05,Petco Park,,,,False,False
663035,2022-07-05,Great American Ball Park,,,,False,False
661244,2022-07-05,Oriole Park at Camden Yards,,,,False,False
662747,2022-07-06,Minute Maid Park,,0.0,,False,True
663318,2022-07-06,Chase Field,,0.0,,False,True
661578,2022-07-05,Citizens Bank Park,,,,False,False
662746,2022-07-07,Minute Maid Park,,0.0,,False,True
662905,2022-07-05,Comerica Park,,,,False,False
662329,2022-07-05,PNC Park,,,,False,False
663245,2022-07-05,Fenway Park,,,,False,False
661510,2022-07-05,Truist Park,,,,False,False
661426,2022-07-05,Guaranteed Rate Field,,,,False,False
661187,2022-07-05,American Family Field,,,,False,False
662731,2022-07-05,Dodger Stadium,,,,False,False
662354,2022-07-05,Oakland Coliseum,,,,False,False
663317,2022-07-07,Chase Field,,0.0,,False,True
662814,2022-07-06,Comerica Park,,,,False,False
661413,2022-07-06,Guaranteed Rate Field,,,,False,False
661225,2022-07-06,American Family Field,,,,False,False
662353,2022-07-06,Oakland Coliseum,,,,False,False
663051,2022-07-06,Great American Ball Park,,,,False,False
661245,2022-07-06,Oriole Park at Camden Yards,,,,False,False
662328,2022-07-06,PNC Park,,,,False,False
661564,2022-07-06,Citizens Bank Park,,,,False,False
661843,2022-07-08,Globe Life Field,,0.0,,False,True
663244,2022-07-06,Fenway Park,,,,False,False
